player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Troy Stellato,144139,WR,KENTUCKY,4,3.0,0,33.3,,0,0,0,50.0,1,0,202,0,24.9,68.0,48.0,,48.4,0.0,0,1,4,0.0,0,26,0,1,100.0,26,84.6,22,2.8,3,0,15.4,4,4,0,0.0,4.0,0.15
Da'Wain Lofton,144089,WR,OKLA STATE,1,13.3,0,33.3,,0,0,0,0.0,0,1,262,0,66.7,61.0,64.4,,63.7,0.0,0,0,10,0.0,0,8,0,1,100.0,8,12.5,1,43.8,3,0,87.5,7,10,1,1.0,10.0,1.25
Ethan Dowdy,198963,WR,NC STATE,2,5.7,1,100.0,,0,0,0,0.0,0,2,248,0,73.1,64.1,61.6,,61.4,0.0,0,0,11,0.0,0,16,0,3,93.8,15,0.0,0,101.4,3,0,100.0,16,25,8,2.7,8.3,1.67
Freddie Brock IV,142276,HB,OKLA STATE,3,-4.0,2,100.0,,0,0,0,0.0,0,0,262,0,73.1,74.5,63.5,76.5,59.0,0.0,0,0,5,20.8,5,24,0,3,75.0,18,12.5,3,79.2,3,0,0.0,0,4,16,5.3,1.3,0.22
Elijah Thomas,199044,WR,OKLAHOMA,4,16.7,0,33.3,,0,0,0,0.0,0,1,261,0,66.7,61.0,61.6,,55.3,0.0,0,0,5,0.0,0,12,0,1,83.3,10,8.3,1,42.4,3,0,91.7,11,5,9,9.0,5.0,0.5
Sah'nye Degraffenreidt,199120,WR,RUTGERS,2,18.3,0,0.0,0.0,0,1,0,100.0,1,0,278,0,16.4,,46.3,,45.8,0.0,0,0,0,0.0,0,7,0,0,100.0,7,0.0,0,39.6,3,0,100.0,7,0,0,,,0.0
Isaiah Myers,133796,WR,W KENTUCKY,5,11.0,1,66.7,,0,0,1,33.3,1,2,346,0,31.6,62.9,63.8,,64.3,0.0,0,0,22,0.0,0,18,1,2,94.4,17,5.6,1,109.7,3,0,94.4,17,43,23,11.5,21.5,2.53
Emaree Winston,199293,TE,TEXAS,5,15.0,1,66.7,,0,0,0,0.0,0,2,311,0,70.7,62.9,69.4,81.4,82.6,63.6,7,0,33,18.2,2,11,1,2,81.8,9,9.1,1,109.7,3,0,18.2,2,47,26,13.0,23.5,5.22
Oliver Mitchell Jr.,199359,WR,TULANE,5,5.7,0,66.7,0.0,0,1,0,33.3,1,0,319,0,32.3,70.1,49.3,,49.9,0.0,0,0,5,0.0,0,14,0,2,92.9,13,50.0,7,70.1,3,0,50.0,7,7,14,7.0,3.5,0.54
Shaadie Clayton-Johnson,131674,HB,SMU,6,-0.3,2,100.0,,0,0,0,0.0,0,0,287,0,73.1,74.5,74.8,28.4,66.8,0.0,0,0,14,23.5,4,17,0,3,70.6,12,5.9,1,94.4,3,0,0.0,0,20,21,7.0,6.7,1.67
Riley Wormley,199415,HB,USC,2,13.0,1,66.7,,0,0,0,0.0,0,1,326,0,70.7,70.5,70.8,78.3,77.4,0.0,0,0,17,36.4,4,11,0,2,63.6,7,0.0,0,93.8,3,0,9.1,1,26,18,9.0,13.0,3.71
Corey Simms,199420,WR,USC,5,16.7,0,33.3,0.0,0,1,0,0.0,0,0,326,0,66.7,61.0,48.7,,53.7,0.0,0,1,6,0.0,0,16,1,1,93.8,15,0.0,0,2.8,3,0,93.8,15,6,0,0.0,6.0,0.4
Cam Porter,129732,HB,NWESTERN,2,-0.3,0,100.0,,0,0,0,0.0,0,0,256,0,73.1,76.8,74.3,54.0,62.5,0.0,0,0,12,27.8,10,36,0,3,69.4,25,2.8,1,98.6,3,0,2.8,1,23,24,8.0,7.7,0.92
Demetric Whitlock Jr.,199591,WR,BOISE ST,7,7.0,0,66.7,0.0,0,1,0,0.0,0,2,120,0,70.7,62.9,66.4,,65.9,0.0,0,0,14,0.0,0,16,0,2,100.0,16,0.0,0,93.8,3,0,100.0,16,26,13,6.5,13.0,1.63
Elijah Pedro,199780,WR,UMASS,3,16.0,0,66.7,,0,0,0,0.0,0,1,216,0,70.7,62.9,55.5,,56.6,0.0,0,0,9,0.0,0,52,0,2,100.0,52,90.4,47,122.2,3,1,9.6,5,18,4,2.0,9.0,0.35
Elijah Faulkner,199784,HB,UMASS,11,-1.0,0,33.3,0.0,0,1,0,50.0,1,0,216,0,24.5,81.1,63.5,60.0,42.2,0.0,0,1,5,24.7,22,89,1,1,74.2,66,6.7,6,2.8,3,0,4.5,4,5,8,8.0,5.0,0.08
Malik Clark,199957,WR,S CAROLINA,4,25.0,0,33.3,100.0,1,1,0,0.0,0,1,289,0,66.7,61.0,58.1,,57.6,0.0,0,2,9,0.0,0,23,0,1,91.3,21,0.0,0,2.8,3,0,100.0,23,9,0,0.0,9.0,0.43
Kyle Frendt,200066,TE,WYOMING,6,5.3,0,66.7,0.0,0,1,0,0.0,0,2,351,0,70.7,62.9,56.2,72.8,60.2,68.4,26,0,13,13.2,5,38,1,2,81.6,31,26.3,10,92.4,3,0,2.6,1,25,19,9.5,12.5,0.81
Alex Adams,124085,WR,AKRON,2,25.3,0,0.0,0.0,0,1,0,,0,0,102,0,,,53.0,,46.8,0.0,0,0,0,0.0,0,27,0,0,100.0,27,11.1,3,39.6,3,0,88.9,24,0,0,,,0.0
Naeshaun Montgomery,200138,WR,FLORIDA,4,3.3,2,100.0,100.0,1,1,0,0.0,0,1,163,0,73.1,64.1,56.9,,59.2,0.0,0,0,12,0.0,0,21,0,3,95.2,20,71.4,15,102.8,3,0,28.6,6,26,16,5.3,8.7,1.3
Roydell Williams,123939,HB,FLORIDA ST,6,5.7,0,66.7,,0,0,0,0.0,0,0,167,0,70.7,75.5,64.9,65.0,55.6,0.0,0,0,10,51.0,26,51,0,2,49.0,25,5.9,3,84.0,3,0,0.0,0,19,20,10.0,9.5,0.76
Luka Gilbert,200169,TE,MIAMI FL,6,7.7,0,66.7,0.0,0,1,0,0.0,0,2,220,0,70.7,62.9,70.9,73.4,62.0,52.2,12,0,20,26.1,6,23,0,2,73.9,17,43.5,10,109.0,3,0,0.0,0,37,18,9.0,18.5,2.18
Ty Olsen,200229,WR,UTAH ST,1,18.7,0,33.3,,0,0,0,0.0,0,1,329,0,70.7,62.9,78.0,,75.9,0.0,0,0,14,0.0,0,6,0,1,83.3,5,0.0,0,49.3,3,0,100.0,6,14,7,7.0,14.0,2.8
Kache Kaio,200243,TE,UTAH ST,11,3.7,0,66.7,,0,0,0,0.0,0,0,329,0,70.7,62.9,50.8,48.6,49.9,54.9,28,0,6,27.5,14,51,1,2,56.9,29,33.3,17,71.5,3,0,3.9,2,10,4,2.0,5.0,0.34
Josiah Abdullah,200272,WR,VIRGINIA,3,-2.0,0,66.7,,0,0,0,33.3,1,1,335,0,31.6,66.2,55.0,,54.7,0.0,0,0,11,0.0,0,16,0,2,100.0,16,81.3,13,70.1,3,0,18.8,3,9,17,8.5,4.5,0.56
Trenton Chaney,204116,WR,LA LAFAYET,4,3.3,0,100.0,100.0,1,1,0,0.0,0,0,207,0,73.1,64.1,53.0,,56.8,0.0,0,0,13,0.0,0,15,1,3,100.0,15,73.3,11,90.3,3,0,26.7,4,17,7,2.3,5.7,1.13
Braxton Jennings,204133,HB,LOUISVILLE,4,-2.7,0,66.7,,0,0,0,0.0,0,0,210,0,70.7,28.6,72.7,75.8,56.7,0.0,0,0,6,17.9,5,28,0,2,82.1,23,3.6,1,70.1,3,0,3.6,1,6,10,5.0,3.0,0.26
Christian Moore,122608,TE,PURDUE,11,3.0,0,66.7,0.0,0,1,0,0.0,0,0,273,0,70.7,67.9,50.6,72.6,46.7,80.2,65,0,6,51.9,42,81,0,2,43.2,35,13.6,11,70.1,3,0,1.2,1,8,5,2.5,4.0,0.23
Jalen Bonds,204731,HB,BALL ST,3,-1.0,3,66.7,0.0,0,1,0,0.0,0,1,117,0,70.7,78.4,71.6,74.9,66.5,0.0,0,0,54,51.5,17,33,0,2,45.5,15,3.0,1,109.7,3,0,6.1,2,52,55,27.5,26.0,3.47
Markeston Douglas,122398,TE,FLORIDA ST,12,4.7,0,66.7,,0,0,0,0.0,0,1,167,0,70.7,62.9,56.9,63.8,55.3,64.3,63,0,13,44.9,44,98,2,2,50.0,49,21.4,21,91.0,3,0,5.1,5,24,26,13.0,12.0,0.49
Braydon Bennett,122318,HB,VA TECH,4,3.0,1,33.3,,0,0,0,0.0,0,0,337,0,66.7,68.9,61.7,81.8,56.6,0.0,0,0,2,27.3,6,22,0,1,72.7,16,13.6,3,42.4,3,0,0.0,0,2,4,4.0,2.0,0.13
Malichi Greaves,204823,HB,UCONN,4,6.0,0,66.7,,0,0,0,0.0,0,0,146,0,70.7,69.2,59.5,,55.7,0.0,0,0,1,0.0,0,8,0,2,100.0,8,37.5,3,70.1,3,0,0.0,0,1,10,5.0,0.5,0.13
Thomas Blackshear,204870,WR,GEORGIA,2,9.3,1,66.7,100.0,1,1,0,0.0,0,1,173,0,70.7,62.9,73.7,,73.9,0.0,0,0,14,0.0,0,7,0,2,100.0,7,0.0,0,89.6,3,0,100.0,7,23,11,5.5,11.5,3.29
Andrew Burnette,205005,HB,LA TECH,9,-2.3,0,66.7,,0,0,0,33.3,1,1,208,0,39.5,57.0,72.0,82.5,51.9,0.0,0,0,5,25.6,11,43,0,2,65.1,28,2.3,1,70.1,3,0,7.0,3,9,12,6.0,4.5,0.32
Jordan Collins,205152,TE,NAVY,5,9.7,0,33.3,,0,0,0,0.0,0,0,237,0,66.7,61.0,61.6,74.9,55.3,55.6,20,0,3,25.0,9,36,1,1,66.7,24,5.6,2,42.4,3,0,13.9,5,3,7,7.0,3.0,0.13
Simon Mapa,205203,TE,NEW MEXICO,12,6.7,0,100.0,,0,0,1,0.0,0,3,241,0,73.1,64.1,52.0,62.4,86.2,90.6,48,0,22,79.2,42,53,2,3,18.9,10,1.9,1,158.3,3,2,5.7,3,42,27,9.0,14.0,4.2
Jeremiah Jones-Thomas,205374,WR,S ALABAMA,8,-0.3,0,66.7,,0,0,0,33.3,1,0,288,0,31.6,62.9,50.6,,49.8,0.0,0,0,4,0.0,0,16,0,2,87.5,14,81.3,13,70.1,3,0,18.8,3,1,7,3.5,0.5,0.07
Nick Townsend,205406,TE,TEXAS,10,-1.7,1,66.7,,0,0,0,33.3,1,0,311,0,32.3,68.4,54.4,75.7,50.3,62.8,27,0,7,32.6,14,43,1,2,62.8,27,18.6,8,70.1,3,0,7.0,3,7,12,6.0,3.5,0.26
Christian Earls,174069,TE,PURDUE,12,7.3,0,33.3,,0,0,0,0.0,0,0,273,0,66.7,63.6,42.6,63.7,41.5,67.1,102,0,7,31.6,48,152,0,1,65.1,99,22.4,34,42.4,3,0,6.6,10,7,1,1.0,7.0,0.07
T.J. West,173655,WR,TEXAS TECH,4,0.3,1,100.0,,0,0,0,0.0,0,1,315,0,73.1,64.1,62.1,,64.1,0.0,0,0,9,0.0,0,21,0,3,95.2,20,14.3,3,100.0,3,0,85.7,18,24,23,7.7,8.0,1.2
Kelby Valsin,173653,WR,TEXAS TECH,7,2.0,2,100.0,,0,0,0,0.0,0,2,315,0,73.1,66.8,64.5,,62.5,0.0,0,0,18,0.0,0,35,0,3,91.4,32,85.7,30,115.3,3,0,14.3,5,35,29,9.7,11.7,1.09
Willie McCoy III,174103,WR,UTSA,4,15.7,0,0.0,0.0,0,2,0,,0,0,331,0,,65.6,53.3,,50.0,0.0,0,0,0,0.0,0,34,0,0,97.1,33,14.7,5,39.6,3,0,85.3,29,0,0,,,0.0
Harrison Hamsley,147114,TE,JVILLE ST,11,2.5,0,50.0,,0,0,0,50.0,1,0,196,0,24.5,61.0,45.9,72.6,43.7,55.4,31,0,2,28.6,16,56,2,1,66.1,37,26.8,15,56.3,2,0,10.7,6,2,3,3.0,2.0,0.05
Jamar Browder,198798,WR,MICHIGAN,3,13.0,0,0.0,0.0,0,1,0,100.0,1,0,222,0,16.4,,46.7,,46.5,0.0,0,0,0,0.0,0,11,0,0,100.0,11,9.1,1,39.6,2,0,90.9,10,0,0,,,0.0
Jacob Jordan,184597,WR,OKLAHOMA,7,15.0,0,100.0,,0,0,0,0.0,0,2,261,0,70.7,68.7,65.9,,69.2,0.0,0,0,27,0.0,0,13,0,2,92.3,12,92.3,12,118.8,2,0,7.7,1,43,13,6.5,21.5,3.58
Amari Daniels,146991,HB,TEXAS A&M,11,-0.5,0,100.0,,0,0,0,0.0,0,1,312,0,70.7,81.2,73.0,30.0,58.9,0.0,0,0,14,40.0,24,60,0,2,56.7,34,3.3,2,110.4,2,0,1.7,1,21,22,11.0,10.5,0.62
Miller Moss,70727,QB,LOUISVILLE,12,-6.0,3,100.0,,0,0,0,0.0,0,1,210,6,,41.8,68.2,,57.6,0.0,0,0,19,0.0,0,439,3,2,0.2,1,0.0,0,97.9,2,0,0.0,0,15,27,13.5,7.5,15.0
Tra'Mar Harris,183719,WR,PURDUE,1,-1.0,0,100.0,,0,0,0,0.0,0,0,273,0,70.7,62.9,61.5,,58.0,0.0,0,0,3,0.0,0,7,0,2,57.1,4,0.0,0,79.2,2,0,100.0,7,2,4,2.0,1.0,0.5
Brock Lium,173515,TE,FRESNO ST,2,-2.0,1,100.0,,0,0,0,0.0,0,0,169,0,70.7,62.9,73.2,66.7,78.9,80.0,4,0,8,40.0,2,5,0,2,60.0,3,0.0,0,87.5,2,0,20.0,1,10,14,7.0,5.0,3.33
Kanye Udoh,171024,HB,ARIZONA ST,10,0.0,0,50.0,,0,0,0,50.0,1,0,110,0,24.5,83.4,65.4,73.4,41.0,0.0,0,0,6,25.0,12,48,0,1,70.8,34,2.1,1,56.3,2,0,6.3,3,6,7,7.0,6.0,0.18
Elijah McCoy,205466,HB,UTEP,6,-1.5,0,50.0,,0,0,0,50.0,1,0,330,0,24.5,75.2,58.8,54.8,43.9,0.0,0,0,3,22.9,8,35,0,1,77.1,27,17.1,6,56.3,2,0,8.6,3,3,8,8.0,3.0,0.11
Gracen Harris,198864,WR,MISS STATE,2,19.5,0,50.0,,0,0,0,0.0,0,0,227,0,66.7,61.0,57.8,,56.8,0.0,0,0,4,0.0,0,5,0,1,100.0,5,80.0,4,56.3,2,0,0.0,0,4,8,8.0,4.0,0.8
Isaiah West,199862,HB,OHIO STATE,10,0.5,0,100.0,,0,0,0,0.0,0,1,260,0,70.7,83.5,76.5,48.2,61.3,0.0,0,0,12,18.6,8,43,0,2,76.7,33,0.0,0,91.7,2,0,0.0,0,12,11,5.5,6.0,0.36
Antonio Harmon,146849,WR,MARSHALL,6,20.0,0,50.0,100.0,1,1,0,0.0,0,1,214,0,66.7,61.0,62.1,,61.4,0.0,0,0,34,0.0,0,24,0,1,95.8,23,0.0,0,95.8,2,0,100.0,24,34,4,4.0,34.0,1.48
Tahj Bullock,144070,QB,COLO STATE,5,6.5,0,100.0,100.0,1,1,0,0.0,0,1,144,0,70.7,77.0,70.4,63.9,66.2,0.0,0,0,16,8.3,1,12,0,2,58.3,7,33.3,4,97.9,2,0,0.0,0,15,2,1.0,7.5,2.14
Dominic Deluca,183384,TE,WAKE,4,10.5,0,50.0,100.0,1,1,0,0.0,0,0,339,0,66.7,61.0,44.4,35.1,56.0,60.0,9,0,7,40.0,6,15,0,1,53.3,8,33.3,5,58.3,2,0,6.7,1,7,0,0.0,7.0,0.88
Dino Kaliakmanis,144978,WR,RUTGERS,1,15.0,0,50.0,50.0,1,2,0,0.0,0,1,278,0,66.7,61.0,61.4,,66.6,0.0,0,0,9,0.0,0,6,1,1,83.3,5,0.0,0,102.1,2,1,100.0,6,9,0,0.0,9.0,1.8
Zedekiah Anahu-Ambrosio,198919,WR,NEVADA,2,16.0,0,0.0,,0,0,0,,0,0,239,0,,,50.0,,50.5,0.0,0,0,0,0.0,0,37,0,0,97.3,36,100.0,37,39.6,2,0,0.0,0,0,0,,,0.0
Jacob Clark,101628,QB,MO STATE,12,-3.0,0,50.0,,0,0,0,0.0,0,1,230,3,66.7,74.2,78.2,,81.4,0.0,0,0,29,0.0,0,494,3,1,0.4,2,0.0,0,95.8,2,0,0.0,0,29,28,28.0,29.0,14.5
Floyd Chalk IV,167095,HB,S JOSE ST,4,-6.5,0,100.0,,0,0,1,0.0,0,0,285,0,70.7,51.4,73.5,73.0,56.9,0.0,0,0,1,73.5,61,83,3,2,26.5,22,1.2,1,79.2,2,0,1.2,1,0,13,6.5,0.0,0.0
AJ Johnson,168341,WR,UAB,6,15.0,1,50.0,100.0,1,1,0,0.0,0,1,321,0,66.7,61.0,59.4,,59.1,5.0,1,0,21,0.0,0,20,0,1,100.0,20,70.0,14,87.5,2,0,25.0,5,21,11,11.0,21.0,1.05
Tylor Latham,182289,WR,AIR FORCE,7,5.0,0,50.0,,0,0,0,0.0,0,0,101,0,24.5,65.7,60.7,,44.0,29.4,5,0,5,0.0,0,17,0,1,88.2,15,17.6,3,56.3,2,0,29.4,5,5,0,0.0,5.0,0.33
AJ Ia,198128,TE,ARIZONA ST,3,8.5,0,50.0,,0,0,0,0.0,0,1,110,0,66.7,61.0,56.6,70.8,57.4,34.6,9,0,10,15.4,4,26,0,1,84.6,22,53.8,14,64.6,2,0,11.5,3,10,3,3.0,10.0,0.45
Sam Turner,198147,WR,AUBURN,3,5.0,0,0.0,,0,0,0,,0,0,115,0,,,55.3,,52.8,0.0,0,0,0,0.0,0,16,0,0,100.0,16,0.0,0,39.6,2,0,100.0,16,0,0,,,0.0
Andrew Paul,124736,HB,JVILLE ST,9,-1.0,1,100.0,,0,0,0,0.0,0,2,196,0,70.7,79.1,62.5,77.5,65.0,0.0,0,0,17,17.4,4,23,0,2,82.6,19,4.3,1,118.8,2,0,8.7,2,29,31,15.5,14.5,1.53
Daune Morris,199973,HB,TENNESSEE,5,-2.0,0,50.0,,0,0,0,50.0,1,0,307,0,24.5,82.9,81.8,28.3,39.3,0.0,0,0,4,33.3,10,30,0,1,66.7,20,3.3,1,56.3,2,0,0.0,0,4,7,7.0,4.0,0.2
Ryan Ghea,198156,TE,AUBURN,5,5.0,0,100.0,,0,0,0,0.0,0,1,115,1,70.7,9.0,47.8,70.8,44.0,84.2,16,0,13,47.4,9,19,0,2,47.4,9,15.8,3,108.3,2,0,0.0,0,20,10,5.0,10.0,2.22
Preston Douglas,198976,TE,NC STATE,4,5.5,1,50.0,,0,0,0,0.0,0,1,248,0,66.7,64.3,57.5,74.2,61.1,60.0,12,1,18,30.0,6,20,1,1,70.0,14,30.0,6,41.7,2,0,0.0,0,18,14,14.0,18.0,1.29
Danny Lewis Jr.,163600,TE,ALABAMA,5,5.0,0,100.0,,0,0,0,0.0,0,1,103,0,70.7,62.9,65.2,71.5,62.5,59.1,13,0,11,31.8,7,22,0,2,63.6,14,22.7,5,102.1,2,0,13.6,3,17,7,3.5,8.5,1.21
Chris McMillian,198175,HB,BOWL GREEN,8,-2.0,0,100.0,,0,0,0,0.0,0,0,122,0,70.7,86.1,69.0,82.5,54.8,0.0,0,0,5,29.3,12,41,0,2,70.7,29,7.3,3,79.2,2,0,2.4,1,6,10,5.0,3.0,0.21
Jayden O'Rourke,171550,TE,NEVADA,5,7.0,0,100.0,,0,0,0,0.0,0,1,239,0,70.7,62.9,63.9,31.1,66.0,42.9,6,0,17,35.7,5,14,0,2,50.0,7,14.3,2,118.8,2,0,35.7,5,25,11,5.5,12.5,3.57
Justin Wolf,142695,TE,W KENTUCKY,8,8.5,0,100.0,100.0,1,1,0,0.0,0,1,346,0,70.7,64.6,51.9,51.2,54.3,63.9,39,0,16,27.9,17,61,1,2,67.2,41,34.4,21,106.3,2,0,1.6,1,19,2,1.0,9.5,0.46
Devin Hyatt,171853,WR,ARIZONA,2,4.5,0,50.0,,0,0,0,0.0,0,1,109,0,66.7,61.0,55.0,,54.9,0.0,0,0,10,0.0,0,13,0,1,76.9,10,0.0,0,64.6,2,0,100.0,13,10,5,5.0,10.0,1.0
Malachi Riley,171866,WR,S JOSE ST,1,3.0,0,100.0,,0,0,0,0.0,0,1,285,0,70.7,62.9,59.0,,58.9,0.0,0,0,9,0.0,0,21,0,2,95.2,20,14.3,3,87.5,2,0,85.7,18,10,4,2.0,5.0,0.5
Aziah Johnson,175464,WR,N CAROLINA,1,-2.5,0,50.0,,0,0,0,50.0,1,0,245,0,24.5,61.0,45.2,,48.0,0.0,0,0,6,0.0,0,3,0,1,100.0,3,33.3,1,56.3,2,0,66.7,2,6,8,8.0,6.0,2.0
Keivin Boone-Nelson II,200040,WR,W MICHIGAN,3,0.0,0,100.0,,0,0,0,0.0,0,1,347,0,70.7,81.8,61.3,,66.3,0.0,0,0,5,0.0,0,9,1,2,100.0,9,55.6,5,79.2,2,0,44.4,4,0,0,0.0,0.0,0.0
Robby Preckel,199009,HB,NWESTERN,7,-1.0,0,50.0,,0,0,0,0.0,0,0,256,0,70.7,55.6,69.9,62.4,64.4,0.0,0,0,4,31.8,21,66,0,1,65.2,43,1.5,1,56.3,2,0,1.5,1,4,2,2.0,4.0,0.09
Makhi Hughes,158417,HB,OREGON,4,0.5,1,100.0,,0,0,0,0.0,0,1,264,0,73.1,75.9,70.6,67.7,63.4,0.0,0,0,20,4.2,1,24,0,2,87.5,21,16.7,4,116.7,2,0,4.2,1,24,23,11.5,12.0,1.14
Suderian Harrison,175436,WR,VIRGINIA,3,-4.0,1,100.0,,0,0,0,0.0,0,1,335,0,70.7,63.7,70.1,,76.1,0.0,0,0,56,0.0,0,6,0,2,83.3,5,83.3,5,118.8,2,0,16.7,1,62,70,35.0,31.0,12.4
Roderick Robinson II,173542,HB,GEORGIA,2,0.5,2,100.0,,0,0,0,0.0,0,2,173,0,70.7,70.9,65.6,72.4,74.8,0.0,0,0,12,28.6,2,7,0,2,71.4,5,0.0,0,133.3,2,1,0.0,0,13,12,6.0,6.5,2.6
Daniel Evert,184787,TE,TEMPLE,4,2.5,1,100.0,,0,0,0,0.0,0,1,306,0,73.1,64.1,62.5,69.3,63.4,58.8,10,0,10,17.6,3,17,1,2,70.6,12,29.4,5,97.9,2,0,11.8,2,15,10,5.0,7.5,1.25
KD Hunter-Gibson,198256,WR,CHARLOTTE,3,14.0,0,100.0,100.0,1,1,0,0.0,0,2,136,0,70.7,62.9,76.3,,76.0,0.0,0,0,16,0.0,0,11,0,2,100.0,11,9.1,1,158.3,2,1,90.9,10,30,11,5.5,15.0,2.73
Joshua Harriott,169910,HB,FAU,1,1.0,0,0.0,,0,0,0,,0,0,165,0,,67.3,61.9,70.2,56.7,0.0,0,0,0,16.7,1,6,0,0,83.3,5,0.0,0,39.6,2,0,0.0,0,0,0,,,0.0
Jake Woods,141663,TE,TEMPLE,5,0.0,0,100.0,,0,0,0,0.0,0,1,306,0,70.7,62.9,66.0,63.9,84.6,57.1,4,0,18,14.3,1,7,1,2,85.7,6,42.9,3,118.8,2,0,0.0,0,30,30,15.0,15.0,5.0
Jesse Anderson III,175406,WR,PITTSBURGH,1,13.5,0,0.0,0.0,0,1,0,100.0,1,0,268,0,16.4,,41.8,,45.2,0.0,0,0,0,0.0,0,5,0,0,100.0,5,80.0,4,39.6,2,0,20.0,1,0,0,,,0.0
Jacorey Watson,200109,WR,BAYLOR,1,-1.5,0,100.0,,0,0,0,0.0,0,0,118,0,70.7,62.9,58.0,,58.0,0.0,0,0,4,0.0,0,6,0,2,100.0,6,83.3,5,79.2,2,0,16.7,1,6,9,4.5,3.0,1.0
Taz Williams Jr.,200110,WR,BAYLOR,4,11.0,0,50.0,,0,0,0,0.0,0,1,118,0,66.7,61.0,57.9,,57.7,0.0,0,0,11,0.0,0,22,0,1,90.9,20,0.0,0,66.7,2,0,100.0,22,11,0,0.0,11.0,0.55
Carson Beck,124010,QB,MIAMI FL,16,-5.5,0,50.0,,0,0,0,0.0,0,1,220,2,66.7,69.9,73.6,,59.6,0.0,0,0,14,0.0,0,558,4,1,1.6,9,0.0,0,112.5,2,1,0.7,4,14,22,22.0,14.0,1.56
Zion Johnson,198264,HB,CINCINNATI,3,1.5,0,100.0,,0,0,0,0.0,0,2,138,0,70.7,77.5,67.4,52.3,79.7,0.0,0,0,12,25.0,3,12,0,2,75.0,9,0.0,0,110.4,2,0,0.0,0,21,18,9.0,10.5,2.33
Kaleb Mathis,171898,WR,COLORADO,5,7.0,0,100.0,,0,0,0,0.0,0,1,143,0,70.7,67.5,53.1,,54.1,5.8,3,0,12,0.0,0,52,0,2,98.1,51,92.3,48,102.1,2,0,1.9,1,17,3,1.5,8.5,0.33
Gideon Ituka,183661,HB,WISCONSIN,4,11.5,0,50.0,,0,0,0,0.0,0,0,349,0,70.7,63.4,74.3,33.5,55.2,0.0,0,0,0,31.3,15,48,3,1,62.5,30,4.2,2,56.3,2,0,4.2,2,0,6,6.0,0.0,0.0
Otto Tia,146224,TE,UTAH,8,6.0,0,100.0,,0,0,0,0.0,0,1,328,0,70.7,62.9,56.2,11.1,59.3,42.1,8,0,32,0.0,0,19,0,2,100.0,19,31.6,6,118.8,2,0,26.3,5,38,26,13.0,19.0,2.0
Noah Fox-Flores,204537,TE,UCLA,9,8.0,0,50.0,,0,0,0,0.0,0,1,324,0,66.7,61.0,50.3,70.7,53.7,50.0,22,0,4,18.2,8,44,1,1,77.3,34,34.1,15,95.8,2,1,15.9,7,4,1,1.0,4.0,0.12
Cam Sapp,199079,WR,PITTSBURGH,2,0.0,0,50.0,0.0,0,1,0,0.0,0,0,268,0,66.7,61.0,55.2,,55.5,0.0,0,0,7,0.0,0,9,0,1,100.0,9,33.3,3,58.3,2,0,66.7,6,7,12,12.0,7.0,0.78
Max Hunt,199083,TE,PITTSBURGH,1,14.5,0,50.0,,0,0,0,0.0,0,1,268,0,66.7,61.0,80.0,64.5,89.1,66.7,2,0,20,33.3,1,3,0,1,66.7,2,0.0,0,85.4,2,0,0.0,0,20,3,3.0,20.0,10.0
Tony Kinsler,199084,WR,PITTSBURGH,5,14.0,0,50.0,,0,0,0,0.0,0,1,268,0,66.7,61.0,57.8,,55.9,0.0,0,0,4,0.0,0,30,0,1,90.0,27,13.3,4,56.3,2,0,86.7,26,4,8,8.0,4.0,0.15
Christian Vaughn,184181,HB,HAWAII,9,0.5,0,50.0,,0,0,0,50.0,1,0,180,0,24.5,76.7,70.6,22.2,35.2,0.0,0,0,5,45.5,10,22,0,1,54.5,12,4.5,1,56.3,2,0,0.0,0,5,1,1.0,5.0,0.42
Justice Williams,183647,WR,WASHINGTON,1,8.5,0,100.0,,0,0,0,0.0,0,2,340,0,70.7,62.9,79.0,,76.7,0.0,0,0,14,0.0,0,5,0,2,100.0,5,0.0,0,118.8,2,0,100.0,5,28,11,5.5,14.0,5.6
Brock Schott,200168,TE,MIAMI FL,1,-0.5,2,100.0,,0,0,0,0.0,0,2,220,0,70.7,62.9,92.1,,89.7,80.0,4,0,14,0.0,0,5,0,2,100.0,5,20.0,1,116.7,2,0,0.0,0,24,25,12.5,12.0,4.8
D'Andre Hardeman Jr.,199105,HB,RICE,10,-7.5,0,50.0,,0,0,0,0.0,0,0,275,1,66.7,53.6,66.0,36.0,30.4,0.0,0,0,3,52.1,38,73,0,1,46.6,34,1.4,1,56.3,2,0,2.7,2,3,7,7.0,3.0,0.09
David Cordero,146071,HB,HAWAII,4,-2.5,0,100.0,,0,0,0,0.0,0,1,180,0,70.7,75.0,64.0,38.7,69.5,0.0,0,0,10,58.6,17,29,0,2,41.4,12,0.0,0,100.0,2,0,0.0,0,16,21,10.5,8.0,1.33
